name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	proteinID	alignID
uc064ruh.1	chr9	+	215170	289579	286508	289579	4	215170,271626,286460,289509,	215416,271729,286636,289579,	C9J613	ENST00000479404.5
uc064ruj.1	chr9	+	273049	304703	286508	304703	5	273049,280790,286460,289509,304580,	273100,280905,286636,289581,304703,	C9J7A3	ENST00000487230.5
uc064rum.1	chr9	+	273065	312941	273065	273065	5	273065,286460,289509,304580,311953,	273100,286636,289581,304704,312941,		ENST00000478380.5
uc064ruo.1	chr9	+	311957	314466	311957	311957	2	311957,314291,	312166,314466,		ENST00000474772.1
uc064ruf.1	chr9	+	214864	340620	214976	220847	15	214864,220747,271626,286460,289509,304580,311953,317042,325670,328021,332397,334224,336581,339005,340158,	215029,220863,271729,286636,289581,304704,312166,317128,325737,328171,332478,334384,336718,339099,340620,	E9PHZ4	ENST00000524396.5
uc064rug.1	chr9	+	214867	340620	214867	214867	14	214867,271626,286460,289509,304580,311953,317042,325670,328021,332397,334224,336581,339005,340158,	215029,271729,286636,289581,304704,312166,317128,325737,328171,332478,334384,336718,339099,340620,		ENST00000454469.6
uc064ruk.1	chr9	+	273049	340620	273049	273049	13	273049,286460,289509,304580,311953,317042,325670,328021,332397,334224,336581,339005,340158,	273100,286636,289581,304704,312166,317128,325737,328171,332478,334384,336718,339099,340620,		ENST00000382341.5
uc064rul.1	chr9	+	273058	381387	286508	365624	23	273058,286460,289509,304580,311953,317042,325670,328021,332397,334224,336581,339005,340158,365590,368017,369221,370229,371427,372184,376209,376976,379770,380278,	273100,286636,289581,304704,312166,317128,325737,328171,332478,334384,336718,339099,340321,366552,368135,369447,370300,371566,372286,376305,377211,379935,381387,	E9PDJ4	ENST00000483757.5
uc010mgw.3	chr9	+	366228	405099	372271	405097	13	366228,368017,370229,372184,376209,376976,379770,382512,386330,390470,396784,399145,404917,	366552,368135,370300,372286,376305,377211,379935,382685,386426,390566,396934,399259,405099,	A2A370	ENST00000382331.5
uc064ruq.1	chr9	+	420115	426953	420115	420115	5	420115,420400,420948,422047,426884,	420180,420583,421078,422135,426953,		ENST00000493666.2
uc064rus.1	chr9	-	452492	456207	452492	452492	3	452492,454506,456200,	452948,454606,456207,		ENST00000628764.1
uc064ruu.1	chr9	-	454431	456988	454431	454431	2	454431,456200,	454606,456988,		ENST00000585944.1
uc064rva.1	chr9	-	456210	460227	456210	456210	4	456210,458116,458369,459715,	456703,458281,458423,460227,		ENST00000590240.1
uc064ruy.1	chr9	-	456200	460507	456200	456200	2	456200,459715,	456703,460507,		ENST00000585631.1
uc010mgv.4	chr9	+	273069	464526	286508	464219	46	273069,286460,289509,304580,311953,317042,325670,328021,332397,334224,336581,339005,340158,368017,370229,371427,372184,376209,376976,379770,382512,390470,396784,399145,404917,406929,414781,418067,420400,420948,422047,426884,428361,429701,432165,433874,434782,439244,441285,441874,443426,446369,449783,452010,463516,464158,	273100,286636,289581,304704,312166,317128,325737,328171,332478,334384,336718,339099,340321,368135,370300,371566,372286,376305,377211,379935,382685,390566,396934,399259,405073,407069,414951,418207,420583,421078,422135,426981,428496,429854,432324,433975,434975,439388,441417,442009,443516,446606,449927,452117,463687,464526,	Q8NF50	ENST00000469391.5
uc064run.1	chr9	+	273083	465241	273083	273083	46	273083,286460,289509,304580,311953,317042,325670,328021,332397,334224,336581,339005,340158,368017,371427,372184,376209,376976,379770,382512,386330,390470,396784,399145,404917,406929,414781,418067,420400,420948,422047,426884,428361,429701,432165,433874,434782,439244,441285,441874,443426,446369,449783,452010,463516,464158,	273100,286636,289581,304704,312166,317128,325737,328171,332478,334384,336718,339099,340321,370300,371566,372286,376305,377211,379935,382685,386426,390566,396934,399259,405073,407069,414951,418207,420583,421078,422135,426981,428496,429854,432324,433975,434975,439388,441417,442009,443516,446606,449927,452117,463687,465241,		ENST00000495184.5
uc064rvh.1	chr9	+	463554	465247	463554	463554	3	463554,464158,465072,	463687,464278,465247,		ENST00000462618.1
uc064rup.1	chr9	+	366250	465255	368102	464219	35	366250,368017,370229,371427,372184,376209,376976,379770,382512,386330,390470,396784,399145,404917,406929,414781,418067,420400,420948,422047,426884,428361,429701,432165,433874,434782,439244,441285,441874,443426,446369,449783,452010,463516,464158,	366552,368300,370300,371566,372286,376305,377211,379935,382685,386426,390566,396934,399259,405073,407069,414951,418207,420583,421078,422135,426981,428496,429854,432324,433975,434975,439388,441417,442009,443516,446606,449927,452117,463687,465255,	A2A369	ENST00000382329.1
uc003zgf.2	chr9	+	214864	465259	214976	464219	48	214864,271626,286460,289509,304580,311953,317042,325670,328021,332397,334224,336581,339005,340158,368017,370229,371427,372184,376209,376976,379770,382512,386330,390470,396784,399145,404917,406929,414781,418067,420400,420948,422047,426884,428361,429701,432165,433874,434782,439244,441285,441874,443426,446369,449783,452010,463516,464158,	215029,271729,286636,289581,304704,312166,317128,325737,328171,332478,334384,336718,339099,340321,368135,370300,371566,372286,376305,377211,379935,382685,386426,390566,396934,399259,405073,407069,414951,418207,420583,421078,422135,426981,428496,429854,432324,433975,434975,439388,441417,442009,443516,446606,449927,452117,463687,465259,	Q8NF50	ENST00000432829.6
uc022bcu.1	chr9	+	273047	465259	286508	464219	47	273047,286460,289509,304580,311953,317042,325670,328021,332397,334224,336581,339005,340158,368017,370229,371427,372184,376209,376976,379770,382512,386330,390470,396784,399145,404917,406929,414781,418067,420400,420948,422047,426884,428361,429701,432165,433874,434782,439244,441285,441874,443426,446369,449783,452010,463516,464158,	273100,286636,289581,304704,312166,317128,325737,328171,332478,334384,336718,339099,340321,368135,370300,371566,372286,376305,377211,379935,382685,386426,390566,396934,399259,405073,407069,414951,418207,420583,421078,422135,426981,428496,429854,432324,433975,434975,439388,441417,442009,443516,446606,449927,452117,463687,465259,	Q8NF50	ENST00000453981.5
uc064rvg.1	chr9	-	459715	466065	459715	459715	2	459715,465961,	459815,466065,		ENST00000608617.1
uc064rvd.1	chr9	-	456529	466866	456529	456529	5	456529,456914,459715,465961,466687,	456703,457047,459866,466069,466866,		ENST00000588474.5
uc064rvf.1	chr9	-	457003	467219	457003	457003	4	457003,459715,465961,466687,	457047,459866,466069,467219,		ENST00000588989.1
uc064rve.1	chr9	-	456544	467336	456544	456544	4	456544,456914,465961,466899,	456703,457047,466069,467336,		ENST00000590518.5
uc064rvb.1	chr9	-	456517	467390	456517	456517	2	456517,466687,	456703,467390,		ENST00000592805.1
uc064ruv.1	chr9	-	454446	469802	454446	454446	4	454446,456200,466687,469721,	454606,456703,466853,469802,		ENST00000589287.5
uc064ruw.1	chr9	-	454575	469802	454575	454575	4	454575,456200,465961,469721,	454606,456703,466069,469802,		ENST00000589387.5
uc064rur.1	chr9	-	452491	469836	452491	452491	5	452491,454438,456200,465961,469721,	452948,454606,456703,466069,469836,		ENST00000591577.5
uc064ruz.1	chr9	-	456203	470816	456203	456203	4	456203,456914,465961,470764,	456703,457047,466069,470816,		ENST00000593137.5
uc064rvc.1	chr9	-	456520	470934	456520	456520	5	456520,456914,459715,465961,470764,	456703,457047,459866,466069,470934,		ENST00000585819.5
uc064rux.1	chr9	-	454584	470961	454584	454584	3	454584,456200,470764,	454606,456703,470961,		ENST00000586805.5
uc064rvj.1	chr9	+	471466	476769	471466	471466	3	471466,473193,476627,	471586,473273,476769,		ENST00000475690.1
uc064rvi.1	chr9	+	470591	484491	470591	470591	4	470591,471448,473193,484281,	470677,471586,473273,484491,		ENST00000467541.5
uc064rut.1	chr9	-	454303	492248	454303	454303	4	454303,456200,488956,492083,	454606,456703,489066,492248,		ENST00000415004.6
uc064rvk.1	chr9	+	487773	495610	487773	487773	2	487773,495237,	487803,495610,		ENST00000442442.1
uc064rvn.1	chr9	+	547316	549531	547316	547316	2	547316,549189,	547341,549531,		ENST00000441028.1
uc064rvo.1	chr9	+	547317	549531	547317	547317	2	547317,549106,	547341,549531,		ENST00000444793.1
uc064rvp.1	chr9	+	558825	558930	558825	558825	1	558825,	558930,		ENST00000365302.1
uc064rvr.1	chr9	-	674123	677628	674123	674123	2	674123,677541,	674379,677628,		ENST00000608097.1
uc064rvq.1	chr9	-	673477	685555	673477	673477	3	673477,680856,685527,	674379,681046,685555,		ENST00000421645.2
uc064rvm.1	chr9	+	504702	734129	504702	504702	4	504702,676889,710803,730050,	504754,677009,713464,734129,		ENST00000354485.5
uc064rvs.1	chr9	+	732441	746102	732441	745235	8	732441,734747,735711,738284,740791,742204,744490,745172,	732617,734835,735780,738504,740934,742405,744589,746102,	Q5W0W3	ENST00000382289.6
uc064rvl.1	chr9	+	504701	746103	504701	504701	11	504701,676889,710803,730050,731157,732377,738284,740791,742204,744490,745172,	504754,677009,713464,730248,731266,734835,738504,740934,742405,744589,746103,		ENST00000489369.5
uc003zgs.3	chr9	+	706888	746103	711240	745235	11	706888,710803,730050,731157,732377,734747,738284,740791,742204,744490,745172,	707247,713464,730248,731266,732617,734835,738504,740934,742405,744589,746103,	Q14678	ENST00000382293.7
uc003zgt.2	chr9	+	734747	746104	734747	744688	5	734747,738284,740791,742204,744490,	734835,738504,740934,742405,746104,	Q5W0W2	ENST00000382286.2
uc003zgl.3	chr9	+	470290	746105	676972	745235	16	470290,470555,473193,539515,540507,676889,710803,730050,731157,732377,734747,738284,740791,742204,744490,745172,	470374,470682,473273,539633,540667,677009,713464,730248,731266,732617,734835,738504,740934,742405,744589,746105,	Q14678	ENST00000382303.5
uc003zgn.3	chr9	+	504715	746105	676972	745235	12	504715,676889,710803,730050,731157,732377,734747,738284,740791,742204,744490,745172,	504754,677009,713464,730248,731266,732617,734835,738504,740934,742405,744589,746105,	Q14678	ENST00000382297.6
uc031tct.1	chr9	+	504694	746106	676972	745235	13	504694,549106,676889,710803,730050,731157,732377,734747,738284,740791,742204,744490,745172,	504754,549721,677009,713464,730248,731266,732617,734835,738504,740934,742405,744589,746106,	Q14678	ENST00000619269.4
uc003zgu.2	chr9	+	841689	894985	841689	841689	3	841689,846959,893911,	842192,847143,894985,		ENST00000564322.1
uc064rvt.1	chr9	+	842713	968515	847079	968139	5	842713,846959,893911,916762,967984,	842954,847143,894195,916907,968515,	H3BN61	ENST00000569227.1
uc003zgv.5	chr9	+	841689	969090	841838	968139	5	841689,846959,893911,916762,967984,	842192,847143,894195,916907,969090,	Q9Y5R6	ENST00000382276.7
uc064rvu.1	chr9	+	989836	990333	989997	990333	1	989836,	990333,	Q5W0Z5	ENST00000417254.1
uc003zgw.3	chr9	+	976963	991731	977001	991005	2	976963,990040,	977455,991731,	Q9NQL9	ENST00000190165.2
uc022bcv.1	chr9	-	1001857	1001963	1001857	1001857	1	1001857,	1001963,		ENST00000517182.1
uc064rvv.1	chr9	+	1045624	1048641	1045624	1045624	1	1045624,	1048641,		ENST00000625222.1
uc003zhb.5	chr9	+	1050354	1055872	1051613	1055774	4	1050354,1051569,1053721,1055721,	1050775,1052138,1053824,1055872,	Q9Y5R5	ENST00000412350.6
uc284qww.1	chr9	+	1049857	1057064	1051613	1055774	6	1049857,1051569,1053721,1055721,1056215,1056864,	1050482,1052138,1053824,1055799,1056830,1057064,	Q05C20	ENST00000635183.1
uc011llt.3	chr9	+	1050353	1057547	1051613	1055774	6	1050353,1050619,1051569,1053721,1055721,1056215,	1050482,1050775,1052138,1053824,1055799,1057547,	Q9Y5R5	ENST00000382255.7
uc284qwx.1	chr9	+	1052999	1057549	1052999	1052999	3	1052999,1053721,1056215,	1053108,1053824,1057549,		ENST00000634526.1
uc064rvw.1	chr9	+	1050353	1057550	1051613	1057273	5	1050353,1050619,1051569,1053721,1056215,	1050482,1050775,1052138,1053824,1057550,	Q9Y5R5	ENST00000382251.7
uc064rvx.1	chr9	+	1051613	1057550	1051613	1057273	4	1051613,1052129,1053721,1056215,	1051661,1052138,1053824,1057550,	A0A0A0MR18	ENST00000302441.7
uc284qwy.1	chr9	+	1054623	1057551	1054623	1054623	3	1054623,1055721,1056215,	1054653,1055799,1057551,		ENST00000634824.1
uc064rvy.1	chr9	+	1051613	1057552	1051613	1055774	3	1051613,1053721,1055721,	1052138,1053824,1057552,	Q9Y5R5	ENST00000259622.10
uc011llv.3	chr9	+	1051613	1057552	1051613	1057273	3	1051613,1053721,1056215,	1052138,1053824,1057552,	Q9Y5R5	ENST00000358146.6
uc064rvz.1	chr9	+	1333836	1333953	1333836	1333836	1	1333836,	1333953,		ENST00000365513.1
uc284qxa.1	chr9	+	2015346	2033188	2015346	2015346	3	2015346,2028986,2032951,	2015404,2029247,2033188,		ENST00000634536.1
uc284qwz.1	chr9	+	2015220	2039575	2033005	2039575	3	2015220,2032951,2039465,	2015404,2033081,2039575,		ENST00000634287.1
uc064rwb.2	chr9	+	2017086	2039689	2029022	2039689	4	2017086,2028986,2032951,2039465,	2017207,2029247,2033081,2039689,	F6RS74	ENST00000457226.2
uc064rwc.2	chr9	+	2017429	2039756	2029022	2039756	4	2017429,2028986,2032951,2039465,	2017502,2029247,2033081,2039756,	A0A0A0MT03	ENST00000439732.6
uc064rwe.2	chr9	+	2032519	2039857	2032519	2032519	3	2032519,2032951,2039465,	2032642,2033081,2039857,		ENST00000491574.2
uc064rwf.1	chr9	-	2041899	2046023	2041899	2041899	2	2041899,2045834,	2042130,2046023,		ENST00000426860.1
uc284qxc.1	chr9	+	2047314	2047954	2047314	2047488	1	2047314,	2047954,		ENST00000635226.1
uc284qxd.1	chr9	+	2055572	2060928	2055572	2055572	4	2055572,2056671,2058290,2060815,	2055682,2056845,2058464,2060928,		ENST00000635030.1
uc284qxe.1	chr9	+	2058160	2061008	2058160	2058160	2	2058160,2060815,	2058464,2061008,		ENST00000634403.1
uc284qxf.1	chr9	+	2073096	2081860	2073096	2073096	5	2073096,2073565,2076228,2077628,2081831,	2073342,2073623,2076329,2077776,2081860,		ENST00000635129.1
uc284qxg.1	chr9	+	2076283	2096689	2076283	2096689	7	2076283,2077628,2081831,2083346,2084085,2088499,2096656,	2076329,2077776,2081995,2083413,2084196,2088613,2096689,		ENST00000635185.1
uc284qxi.1	chr9	+	2096600	2110360	2096600	2096600	5	2096600,2097384,2101569,2104002,2110253,	2096764,2097471,2101616,2104169,2110360,		ENST00000634271.1
uc284qxh.1	chr9	+	2085727	2161795	2085727	2085727	12	2085727,2086828,2088499,2096656,2097384,2101569,2104002,2110253,2115821,2119457,2123718,2161685,	2085744,2087071,2088613,2096764,2097471,2101616,2104169,2110417,2116049,2119535,2123937,2161795,		ENST00000634925.1
uc284qxx.1	chr9	+	2160234	2161843	2160234	2160234	3	2160234,2161000,2161685,	2160619,2161035,2161843,		ENST00000635397.1
uc284qxt.1	chr9	+	2158563	2161886	2158975	2161886	2	2158563,2161685,	2158978,2161886,		ENST00000635688.1
uc064rwn.1	chr9	-	2162762	2162953	2162762	2162762	1	2162762,	2162953,		ENST00000411041.1
uc284qxj.1	chr9	+	2110356	2186121	2110356	2186121	7	2110356,2119457,2123718,2161685,2181570,2182140,2186095,	2110417,2119535,2123937,2161903,2181676,2182242,2186121,		ENST00000634772.1
uc284qxz.1	chr9	+	2160612	2186143	2161712	2186143	5	2160612,2161685,2181570,2182140,2186095,	2161035,2161903,2181676,2182242,2186143,		ENST00000634688.1
uc064rwg.2	chr9	+	2157679	2186154	2157881	2186154	6	2157679,2161685,2170418,2181570,2182140,2186095,	2157890,2161903,2170472,2181676,2182242,2186154,	A0A0A0MSS5	ENST00000452193.5
uc284qxk.1	chr9	+	2158238	2186177	2159816	2186177	6	2158238,2159813,2161685,2181570,2182140,2186095,	2158392,2159909,2161903,2181676,2182242,2186177,		ENST00000635133.1
uc284qyb.1	chr9	+	2181570	2186183	2181570	2182154	3	2181570,2182145,2186095,	2181676,2182242,2186183,		ENST00000635392.1
uc284qxr.1	chr9	+	2158492	2186204	2161712	2186204	5	2158492,2161685,2181570,2182140,2186095,	2158587,2161903,2181676,2182242,2186204,		ENST00000634706.1
uc284qxv.1	chr9	+	2159671	2186223	2159768	2186223	5	2159671,2161685,2181570,2182140,2186095,	2159909,2161903,2181676,2182242,2186223,		ENST00000634343.1
uc284qxs.1	chr9	+	2158492	2191292	2159816	2191292	8	2158492,2159813,2161685,2170418,2181570,2182140,2186095,2191265,	2158496,2159909,2161903,2170472,2181676,2182242,2186228,2191292,		ENST00000634338.1
uc284qxu.1	chr9	+	2158581	2191294	2159816	2191294	8	2158581,2159813,2161685,2170418,2181570,2182140,2186095,2191265,	2158587,2159909,2161903,2170472,2181676,2182242,2186228,2191294,		ENST00000634435.1
uc064rwh.2	chr9	+	2158448	2191298	2159816	2191298	7	2158448,2159813,2161685,2181570,2182140,2186095,2191265,	2158594,2159909,2161903,2181676,2182242,2186228,2191298,	F6XE55	ENST00000423555.6
uc284qxp.1	chr9	+	2158474	2191300	2159816	2191300	7	2158474,2159813,2161685,2181570,2182140,2186095,2191265,	2158496,2159909,2161903,2181676,2182242,2186228,2191300,		ENST00000635530.1
uc064rwm.2	chr9	+	2159944	2191311	2161712	2191311	6	2159944,2161685,2181570,2182140,2186095,2191265,	2159972,2161903,2181676,2182242,2186228,2191311,	F6UH26	ENST00000416751.2
uc284qxq.1	chr9	+	2158475	2191339	2161712	2191339	6	2158475,2161685,2181570,2182140,2186095,2191265,	2158553,2161903,2181676,2182242,2186228,2191339,		ENST00000635388.1
uc284qxw.1	chr9	+	2159778	2191342	2159778	2161735	6	2159778,2161685,2181570,2182140,2186095,2191265,	2159904,2161903,2181676,2182242,2186228,2191342,		ENST00000635659.1
uc284qxy.1	chr9	+	2160263	2192751	2160574	2192739	7	2160263,2161685,2181570,2182140,2186095,2191265,2192703,	2160619,2161903,2181676,2182242,2186228,2191408,2192751,		ENST00000634781.1
uc064rwi.2	chr9	+	2158472	2192752	2161712	2192739	9	2158472,2161000,2161685,2170418,2181570,2182140,2186095,2191265,2192703,	2158587,2161035,2161903,2170472,2181676,2182242,2186228,2191408,2192752,	B1ALG2	ENST00000382186.6
uc284qxo.1	chr9	+	2158460	2192758	2159816	2192739	8	2158460,2159813,2161685,2181570,2182140,2186095,2191265,2192703,	2158587,2159909,2161903,2181676,2182242,2186228,2191408,2192758,	F6XG14	ENST00000417599.6
uc284qya.1	chr9	+	2181232	2192796	2181232	2181232	6	2181232,2181570,2182140,2186095,2191265,2192703,	2181327,2181676,2182242,2186228,2191408,2192796,		ENST00000635273.1
uc284qxl.1	chr9	+	2158302	2192838	2161712	2192739	8	2158302,2161685,2170418,2181570,2182140,2186095,2191265,2192703,	2158350,2161903,2170472,2181676,2182242,2186228,2191408,2192838,		ENST00000634931.1
uc284qxn.1	chr9	+	2158455	2192856	2159816	2161854	9	2158455,2159813,2161000,2161685,2181570,2182140,2186095,2191265,2192703,	2158587,2159909,2161035,2161903,2181676,2182242,2186228,2191408,2192856,		ENST00000634989.1
uc064rwl.2	chr9	+	2158457	2193042	2161712	2192739	7	2158457,2161685,2181570,2182140,2186095,2191265,2192703,	2158594,2161903,2181676,2182242,2186228,2191408,2193042,	B1ALG1	ENST00000382183.6
uc284qxm.1	chr9	+	2158451	2193387	2159816	2192739	8	2158451,2159813,2161685,2181570,2182140,2186095,2191265,2192703,	2158553,2159909,2161903,2181676,2182242,2186228,2191408,2193387,	B4DNT1	ENST00000382185.6
